Interest Group,Year,State,Candidate,Election Outcome,Election Type,Party,Incumbent,Office,Contribution
EQUALITY MICHIGAN,2018,NC,"COLEMAN, LINDA D",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NC 002,5000.00
EQUALITY MICHIGAN,2018,NC,"MCCREADY, DANIEL",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NC 009,5000.00
EQUALITY MICHIGAN,2018,NE,"EASTMAN, KARA",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NE 002,5000.00
EQUALITY MICHIGAN,2018,NJ,"KIM, ANDY",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NJ 003,5000.00
EQUALITY MICHIGAN,2018,NJ,"MALINOWSKI, TOM",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NJ 007,5000.00
EQUALITY MICHIGAN,2018,NJ,"SHERRILL, REBECCA MICHELLE (MIKIE)",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NJ 011,5000.00
EQUALITY MICHIGAN,2018,NV,"LEE, SUZANNE KELLEY (SUSIE)",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NV 003,5000.00
EQUALITY MICHIGAN,2018,NY,"GERSHON, PERRY",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 001,5000.00
EQUALITY MICHIGAN,2018,NY,"ROSE, MAX",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 011,5000.00
EQUALITY MICHIGAN,2018,NY,"DELGADO, ANTONIO",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 019,5000.00
EQUALITY MICHIGAN,2018,NY,"COBB, TEDRA LYNNE",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 021,5000.00
EQUALITY MICHIGAN,2018,NY,"BRINDISI, ANTHONY J",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 022,5000.00
EQUALITY MICHIGAN,2018,NY,"BALTER, DANA",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 024,5000.00
EQUALITY MICHIGAN,2018,OH,"HARBAUGH, KENNETH",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT OH 007,5000.00
EQUALITY MICHIGAN,2018,OH,"RADER, BETSY",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT OH 014,5000.00
EQUALITY MICHIGAN,2018,PA,"HOULAHAN, CHRISSY",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT PA 006,5000.00
EQUALITY MICHIGAN,2018,TX,"LITTON, TODD CATLETT",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT TX 002,5000.00
EQUALITY MICHIGAN,2018,TX,"SANCHEZ, JANA LYNNE",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT TX 006,5000.00
EQUALITY MICHIGAN,2018,TX,"FLETCHER, ELIZABETH PANNILL",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT TX 007,5000.00
EQUALITY MICHIGAN,2018,TX,"KOPSER, JOSEPH",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT TX 021,5000.00
EQUALITY MICHIGAN,2018,TX,"HEGAR, MARY JENNINGS (MJ)",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT TX 031,5000.00
EQUALITY MICHIGAN,2018,TX,"ALLRED, COLIN",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT TX 032,5000.00
EQUALITY MICHIGAN,2018,VA,"COCKBURN, LESLIE",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT VA 005,5000.00
EQUALITY MICHIGAN,2018,VA,"SPANBERGER, ABIGAIL",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT VA 007,5000.00
EQUALITY MICHIGAN,2018,VA,"WEXTON, JENNIFER",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT VA 010,5000.00
EQUALITY MICHIGAN,2018,WA,"BROWN, LISA",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT WA 005,5000.00
EQUALITY MICHIGAN,2018,WI,"BRYCE, RANDY",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT WI 001,5000.00
EQUALITY MICHIGAN,2018,WI,"KOHL, DANIEL A (DAN)",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT WI 006,5000.00
EQUALITY MICHIGAN,2018,WV,"OJEDA II, RICHARD NEECE",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT WV 003,5000.00
EQUALITY MICHIGAN,2018,TX,"KULKARNI, SRI PRESTON",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT TX 022,5000.00
EQUALITY MICHIGAN,2018,KY,"GRAY II, JAMES P (JIM)",Lost-Primary,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT KY 006,5000.00
EQUALITY MICHIGAN,2018,OH,"PUREVAL, AFTAB",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT OH 001,5000.00
EQUALITY MICHIGAN,2018,AR,"TUCKER, CLARKE",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT AR 002,5000.00
EQUALITY MICHIGAN,2018,NM,"TORRES-SMALL, XOCHITL",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NM 002,5000.00
EQUALITY MICHIGAN,2018,NC,"MANNING, KATHY ELLEN",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NC 013,5000.00
EQUALITY MICHIGAN,2018,AK,"GALVIN, ALYSE S",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT AK 001,5000.00
EQUALITY MICHIGAN,2018,NV,"HORSFORD, STEVEN A",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NV 004,5000.00
EQUALITY MICHIGAN,2018,GA,"MCBATH, LUCY",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT GA 006,5000.00
EQUALITY MICHIGAN,2018,CA,"COX, T J",Won-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT CA 021,5000.00
EQUALITY MICHIGAN,2018,PA,"WALLACE, H SCOTT",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT PA 001,5000.00
EQUALITY MICHIGAN,2018,PA,"WILD, SUSAN",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT PA 007,5000.00
EQUALITY MICHIGAN,2018,PA,"SCOTT, GEORGE B",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT PA 010,5000.00
EQUALITY MICHIGAN,2018,PA,"LAMB, CONOR",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT PA 017,5000.00
EQUALITY MICHIGAN,2018,PA,"DINICOLA, RONALD A",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT PA 016,5000.00
EQUALITY MICHIGAN,2018,MN,"RADINOVICH, JOE",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Open,US HOUSE DISTRICT MN 008,5000.00
EQUALITY MICHIGAN,2018,OH,"OCONNOR, DANNY",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT OH 012,5000.00
EQUALITY MICHIGAN,2018,NJ,"VAN DREW, JEFF",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NJ 002,5000.00
EQUALITY MICHIGAN,2018,AZ,"TIPIRNENI, HIRAL VYAS",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT AZ 008,5000.00
EQUALITY MICHIGAN,2018,MA,"GIFFORD, RUFUS",Lost-Primary,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT MA 003,5000.00
ARCUS FOUNDATION,2018,FL,"CARLSON, KRISTEN",Lost-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT FL 015,5000.00
LOVE MAKES A FAMILY,2018,FL,"BARZEE FLORES, MARY",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT FL 025,5000.00
LOVE MAKES A FAMILY,2018,CT,"HAYES, JAHANA",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT CT 005,5000.00
LOVE MAKES A FAMILY,2020,CA,"HILL, KATHERINE LAUREN",Pending-Top Two Primary,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT CA 025,5000.00
LOVE MAKES A FAMILY,2020,KS,"DAVIDS, SHARICE",Pending-Primary,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT KS 003,5000.00
RIGHT TO PRIVACY PAC,2020,MN,"CRAIG, ANGELA DAWN",Pending-Primary,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT MN 002,5000.00
RIGHT TO PRIVACY PAC,2020,NH,"PAPPAS, CHRIS",Pending-Primary,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NH 001,5000.00
RIGHT TO PRIVACY PAC,2018,AZ,"STANTON, GREG",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT AZ 009,2500.00
RIGHT TO PRIVACY PAC,2018,CO,"NEGUSE, JOSEPH",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT CO 002,2500.00
RIGHT TO PRIVACY PAC,2018,NM,"HAALAND, DEBRA A",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NM 001,2500.00
RIGHT TO PRIVACY PAC,2018,TX,"GARCIA, SYLVIA",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT TX 029,2500.00
RIGHT TO PRIVACY PAC,2018,IL,"GARCIA, JESUS (CHUY)",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT IL 004,2500.00
RIGHT TO PRIVACY PAC,2018,PA,"DEAN, MADELEINE",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT PA 004,2500.00
RIGHT TO PRIVACY PAC,2018,PA,"SCANLON, MARY GAY",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT PA 005,2500.00
RIGHT TO PRIVACY PAC,2018,NY,"MORELLE, JOSEPH D (JOE)",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT NY 025,2500.00
RIGHT TO PRIVACY PAC,2018,MI,"TLAIB, RASHIDA",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT MI 013,2500.00
MICHIGAN PRIDE,2018,MN,"OMAR, ILHAN",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Open,US HOUSE DISTRICT MN 005,2500.00
MICHIGAN PRIDE,2018,MA,"PRESSLEY, AYANNA S",Won-General,Standard,DEMOCRATIC,Open,US HOUSE DISTRICT MA 007,2500.00
MICHIGAN PRIDE,2020,PA,"SCANLON, MARY GAY",Pending-Primary,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT PA 005,2500.00
MICHIGAN PRIDE,2018,NY,"MITRANO, TRACY (SAFEGOV)",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT NY 023,1000.00
MICHIGAN PRIDE,2018,NY,"MENG, GRACE",Won-General,Standard,DEMOCRATIC,Incumbent,US HOUSE DISTRICT NY 006,336.60
MICHIGAN PRIDE,2008,OR,"KAHL, NICHOLAS A",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 049,30264.45
MICHIGAN PRIDE,2018,OR,"BROWN, KATE",Won-General,Standard,DEMOCRATIC,Incumbent,GOVERNOR,21100.00
MICHIGAN PRIDE,2006,OR,"KULONGOSKI, TED",Won-General,Standard,DEMOCRATIC,Incumbent,GOVERNOR,20000.00
MICHIGAN PRIDE,2008,OR,"BROWN, KATE",Won-General,Standard,DEMOCRATIC,Open,SECRETARY OF STATE,17951.87
MICHIGAN PRIDE,2018,OR,"HOYLE, VAL",Default Winner-General,Standard,NONPARTISAN,Open,LABOR COMMISSIONER,17000.00
MICHIGAN PRIDE,2012,OR,"BROWN, KATE",Won-General,Standard,DEMOCRATIC,Incumbent,SECRETARY OF STATE,15000.00
MICHIGAN PRIDE,2016,OR,"AVAKIAN, BRADLEY P (BRAD)",Lost-General,Standard,DEMOCRATIC,Open,SECRETARY OF STATE,14000.00
MICHIGAN PRIDE,2014,OR,"MCLAIN, SUSAN",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 029,13225.00
MICHIGAN PRIDE,2006,OR,"LINDER, VIRGINIA L",Won-General,Standard,NONPARTISAN,Open,SUPREME COURT-LINDER SEAT,13090.00
MICHIGAN PRIDE,2010,OR,"KITZHABER, JOHN A",Won-General,Standard,DEMOCRATIC,Open,GOVERNOR,11502.00
MICHIGAN PRIDE,2014,OR,"GELSER, SARA A",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 008,11130.00
MICHIGAN PRIDE,2002,OR,"KULONGOSKI, TED",Won-General,Standard,DEMOCRATIC,Open,GOVERNOR,10992.63
MICHIGAN PRIDE,2002,OR,"RINGO, CHARLIE",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 017,9000.00
MICHIGAN PRIDE,2014,OR,"FAGAN, SHEMIA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 051,7930.00
MICHIGAN PRIDE,2012,OR,"AVAKIAN, BRADLEY P (BRAD)",Won-General,Standard,NONPARTISAN,Incumbent,LABOR COMMISSIONER,7700.00
MICHIGAN PRIDE,2014,OR,"GALLEGOS, JOE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 030,7555.00
MICHIGAN PRIDE,2006,OR,"GALIZIO, LARRY",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 035,7512.65
MICHIGAN PRIDE,2012,OR,"FAGAN, SHEMIA",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 051,7500.00
MICHIGAN PRIDE,2012,OR,"GALLEGOS, JOE",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 030,7500.00
MICHIGAN PRIDE,2008,OR,"FORSBERG, TOBY",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 039,6854.74
MICHIGAN PRIDE,2010,OR,"RILEY, CHARLES D (CHUCK)",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 015,6575.30
MICHIGAN PRIDE,2014,OR,"RILEY, CHARLES D (CHUCK)",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 015,6500.00
MICHIGAN PRIDE,1998,OR,"AVAKIAN, BRADLEY P (BRAD)",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 003,6192.00
MICHIGAN PRIDE,2006,OR,"BRADING, ROB",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 049,6124.98
MICHIGAN PRIDE,2004,OR,"BROWN, KATE",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 021,6000.00
MICHIGAN PRIDE,2012,OR,"KOTEK, TINA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 044,6000.00
MICHIGAN PRIDE,2016,OR,"ALONSO LEON, TERESA",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 022,6000.00
MICHIGAN PRIDE,2016,OR,"MEEK, MARK W",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 040,6000.00
MICHIGAN PRIDE,2016,OR,"BYNUM, JANELLE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 051,6000.00
MICHIGAN PRIDE,2008,OR,"VAN ORMAN, SUZANNE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 052,5650.47
MICHIGAN PRIDE,2008,OR,"EBERLE, MICHELE",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 037,5500.00
MICHIGAN PRIDE,2014,OR,"DAMON, JAMIE",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 020,5200.00
MICHIGAN PRIDE,2006,OR,"CLEM, BRIAN L",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 021,5000.00
MICHIGAN PRIDE,2012,OR,"ROSENBAUM, DIANE M",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 021,5000.00
MICHIGAN PRIDE,2016,OR,"BROWN, KATE",Won-General,Special,DEMOCRATIC,Incumbent,GOVERNOR,5000.00
MICHIGAN PRIDE,1998,OR,"WORK, ELLI",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 054,4895.00
MICHIGAN PRIDE,2016,OR,"SOLLMAN, JANEEN A",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 030,4500.00
MICHIGAN PRIDE,2002,OR,"DEVLIN, RICHARD",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 019,4000.00
MICHIGAN PRIDE,2018,OR,"RILEY, CHARLES D (CHUCK)",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 015,4000.00
MICHIGAN PRIDE,2018,OR,"BYNUM, JANELLE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 051,4000.00
MICHIGAN PRIDE,2014,OR,"EVANS, PAUL",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 020,3830.00
MICHIGAN PRIDE,2014,OR,"NOSSE JR, ROBERT A (ROB)",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 042,3800.00
MICHIGAN PRIDE,2010,OR,"BARTON, BRENT",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 026,3634.25
MICHIGAN PRIDE,2008,OR,"GRAY, REGAN FELICE",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 042,3566.88
MICHIGAN PRIDE,2008,OR,"HOWE, MARGARET L",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 006,3500.00
MICHIGAN PRIDE,2010,OR,"KAHL, NICHOLAS A",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 049,3500.00
MICHIGAN PRIDE,2002,OR,"MACPHERSON, GREGORY H",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 038,3500.00
MICHIGAN PRIDE,2008,OR,"AVAKIAN, BRADLEY P (BRAD)",Won-General,Standard,NONPARTISAN,Incumbent,LABOR COMMISSIONER,3500.00
MICHIGAN PRIDE,2018,OR,"MCKEOWN, CATHERINE H (CADDY)",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 009,3500.00
MICHIGAN PRIDE,2002,OR,"RILEY, CHARLES D (CHUCK)",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 029,3000.00
MICHIGAN PRIDE,2002,OR,"LEE, JAN",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 051,3000.00
MICHIGAN PRIDE,2006,OR,"READ, TOBIAS",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 027,3000.00
MICHIGAN PRIDE,2016,OR,"EVANS, PAUL",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 020,3000.00
MICHIGAN PRIDE,2016,OR,"SOUTHWICK, PAUL C",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 037,3000.00
MICHIGAN PRIDE,2006,OR,"KOTEK, TINA",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 044,2920.00
MICHIGAN PRIDE,2006,OR,"COWAN, JEAN",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 010,2880.00
MICHIGAN PRIDE,2006,OR,"WALKER, VICKI L",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 007,2832.35
MICHIGAN PRIDE,2012,OR,"KYLE, CLAUDIA",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 019,2500.00
MICHIGAN PRIDE,2014,OR,"KITZHABER, JOHN A",Won-General,Standard,DEMOCRATIC,Incumbent,GOVERNOR,2500.00
MICHIGAN PRIDE,2016,OR,"PILUSO, CARLA C",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 050,2500.00
MICHIGAN PRIDE,2016,OR,"MORO, TONIA",Lost-General,Special,DEMOCRATIC,Open,SENATE DISTRICT 003,2500.00
MICHIGAN PRIDE,2010,OR,"RILEY, KATIE",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 029,2402.55
MICHIGAN PRIDE,1998,OR,"CORCORAN, TONY",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 022,2146.00
MICHIGAN PRIDE,2010,OR,"RASMUSSEN, WILLIAM",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 037,2067.80
MICHIGAN PRIDE,2004,OR,"KOTEK, TINA",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 043,2000.00
MICHIGAN PRIDE,2002,OR,"THOMPSON, MARCIA L",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 010,2000.00
MICHIGAN PRIDE,2002,OR,"JOHNSTON, BRYAN M",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 010,2000.00
MICHIGAN PRIDE,2002,OR,"BARKER, JEFF",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 028,2000.00
MICHIGAN PRIDE,2002,OR,"KAFOURY, DEBORAH",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 043,2000.00
KEVIN J MOSSIER FOUNDATION,2016,OR,"THOMPSON, JAMES L",Lost-General,Standard,INDEPENDENT,Challenger,HOUSE DISTRICT 023,2000.00
KEVIN J MOSSIER FOUNDATION,2018,OR,"EVANS, PAUL",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 020,2000.00
KEVIN J MOSSIER FOUNDATION,2010,OR,"VAN ORMAN, SUZANNE",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 052,1596.60
MAINERS UNITED FOR MARRIAGE,2012,OR,"HAUSER, GERI",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 027,1500.00
MAINERS UNITED FOR MARRIAGE,2006,OR,"RILEY, CHARLES D (CHUCK)",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 029,1500.00
MAINERS UNITED FOR MARRIAGE,2008,OR,"HUNT, DAVE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 040,1500.00
MAINERS UNITED FOR MARRIAGE,2010,OR,"DEVLIN, RICHARD",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 019,1500.00
MAINERS UNITED FOR MARRIAGE,2012,OR,"GOMBERG, DAVID",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 010,1500.00
MAINERS UNITED FOR MARRIAGE,2012,OR,"LIVELY, JOHN",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 012,1500.00
MAINERS UNITED FOR MARRIAGE,2004,OR,"RILEY, CHARLES D (CHUCK)",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 029,1250.00
MAINERS UNITED FOR MARRIAGE,2014,OR,"PILUSO, CARLA C",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 050,1220.00
PRIVACY FUND,2002,OR,"CARLESON, ARON",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 030,1000.00
PRIVACY FUND,2002,OR,"ROSS, BARBARA",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 008,1000.00
PRIVACY FUND,2008,OR,"LUNDGREN, MAREN",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 027,1000.00
PRIVACY FUND,2002,OR,"CASTILLO, SUSAN",Won-General,Standard,NONPARTISAN,Challenger,SUPERINTENDENT OF PUBLIC INSTRUCTION,1000.00
PRIVACY FUND,2004,OR,"GALIZIO, LARRY",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 035,1000.00
PRIVACY FUND,2006,OR,"BONAMICI, SUZANNE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 034,1000.00
PRIVACY FUND,2008,OR,"WESTLUND II, BERNARD J (BEN)",Won-General,Standard,DEMOCRATIC,Open,TREASURER,1000.00
PRIVACY FUND,2014,OR,"HOYLE, VALERIE (VAL)",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 014,1000.00
PRIVACY FUND,2014,OR,"BARTON, BRENT",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 040,1000.00
PRIVACY FUND,2014,OR,"KOTEK, TINA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 044,1000.00
PRIVACY FUND,2014,OR,"BRUCE, ROBERT R",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 026,1000.00
PRIVACY FUND,2016,OR,"MOORE, KENNETH B (KEN)",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 024,1000.00
PRIVACY FUND,2016,OR,"WILLIAMSON, JENNIFER",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 036,1000.00
PRIVACY FUND,2016,OR,"KOTEK, TINA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 044,1000.00
PRIVACY FUND,2016,OR,"BURDICK, GINNY",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 018,1000.00
PRIVACY FUND,2018,OR,"REITZ, CHRISTINE",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 026,1000.00
PRIVACY FUND,2018,OR,"RAYFIELD, DANIEL A",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 016,1000.00
PRIVACY FUND,2018,OR,"ALONSO LEON, TERESA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 022,1000.00
PRIVACY FUND,2018,OR,"WILLIAMSON, JENNIFER",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 036,1000.00
PRIVACY FUND,2018,OR,"PRUSAK, RACHEL",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 037,1000.00
PRIVACY FUND,2018,OR,"MEEK, MARK W",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 040,1000.00
PRIVACY FUND,2018,OR,"POWER, KARIN",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 041,1000.00
PRIVACY FUND,2018,OR,"NOSSE JR, ROBERT A (ROB)",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 042,1000.00
PRIVACY FUND,2018,OR,"KOTEK, TINA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 044,1000.00
PRIVACY FUND,2018,OR,"WILLIAMS, ANNA K",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 052,1000.00
PRIVACY FUND,2018,OR,"MITCHELL, TIFFINY",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 032,1000.00
PRIVACY FUND,1998,OR,"DONOVAN, JOHN",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 036,933.00
PRIVACY FUND,2006,OR,"MERKLEY, JEFFREY ALAN (JEFF)",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 047,825.00
PRIVACY FUND,2004,OR,"BUCK, JIM",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 050,750.00
